original_index,unit2_gps1_nor,original_unit1_pwr1_best-beam,original_unit1_pwr1,original_unit1_gps1,original_unit2_gps1
10791,"[0.5820648478793297, 0.3727364025329915]",35,./unit1/pwr1/pwr_12-04-21.908545.txt,./unit1/gps1/gps_20422_12-04-22.600000.txt,./unit2/gps1/gps_46157_12-04-22.583333.txt
4632,"[0.9744562358317036, 0.4083500191967184]",61,./unit1/pwr1/pwr_11-49-46.359708.txt,./unit1/gps1/gps_10968_11-49-47.033334.txt,./unit2/gps1/gps_35650_11-49-47.000000.txt
21180,"[0.03197976059744469, 0.8971708087281653]",49,./unit1/pwr1/pwr_12-24-19.288917.txt,./unit1/gps1/gps_33357_12-24-19.900000.txt,./unit2/gps1/gps_60525_12-24-19.916666.txt
26883,"[0.05167036852801508, 0.15092762921171035]",36,./unit1/pwr1/pwr_13-40-46.449977.txt,./unit1/gps1/gps_48374_13-40-47.100000.txt,./unit2/gps1/gps_75916_13-40-47.083333.txt
8262,"[0.7856735625534422, 0.4069320400220641]",35,./unit1/pwr1/pwr_11-55-49.359699.txt,./unit1/gps1/gps_14886_11-55-50.000000.txt,./unit2/gps1/gps_40006_11-55-50.000000.txt
31003,"[0.643364396352128, 0.03042592556439995]",35,./unit1/pwr1/pwr_13-47-39.250531.txt,./unit1/gps1/gps_52718_13-47-39.900000.txt,./unit2/gps1/gps_80870_13-47-39.916666.txt
17609,"[0.25239507715144627, 0.6874880568969326]",34,./unit1/pwr1/pwr_12-18-22.188350.txt,./unit1/gps1/gps_29490_12-18-22.800000.txt,./unit2/gps1/gps_56240_12-18-22.833333.txt
5745,"[0.9146255142756214, 0.40863061305778053]",35,./unit1/pwr1/pwr_11-51-37.659356.txt,./unit1/gps1/gps_12176_11-51-38.300000.txt,./unit2/gps1/gps_36986_11-51-38.333333.txt
4672,"[0.9708109203150631, 0.4083412778929718]",32,./unit1/pwr1/pwr_11-49-50.360146.txt,./unit1/gps1/gps_11010_11-49-51.000000.txt,./unit2/gps1/gps_35698_11-49-51.000000.txt
3118,"[0.9999487337307005, 0.3761031027039623]",32,./unit1/pwr1/pwr_11-47-14.959569.txt,./unit1/gps1/gps_9346_11-47-15.600000.txt,./unit2/gps1/gps_33833_11-47-15.583333.txt
10927,"[0.5819852516630063, 0.3859043537073]",34,./unit1/pwr1/pwr_12-04-35.508981.txt,./unit1/gps1/gps_20569_12-04-36.133334.txt,./unit2/gps1/gps_46320_12-04-36.166666.txt
5152,"[0.9250025531668747, 0.4088050872958931]",61,./unit1/pwr1/pwr_11-50-38.359880.txt,./unit1/gps1/gps_11537_11-50-39.033334.txt,./unit2/gps1/gps_36274_11-50-39.000000.txt
28322,"[0.24645703840847416, 0.0026664840969837377]",45,./unit1/pwr1/pwr_13-43-11.149671.txt,./unit1/gps1/gps_49884_13-43-11.800000.txt,./unit2/gps1/gps_77653_13-43-11.833333.txt
29457,"[0.42018753720546936, 0.00040793740882975226]",33,./unit1/pwr1/pwr_13-45-04.650590.txt,./unit1/gps1/gps_51088_13-45-05.300000.txt,./unit2/gps1/gps_79015_13-45-05.333333.txt
4215,"[0.9920015999476427, 0.40828013336678964]",63,./unit1/pwr1/pwr_11-49-04.659547.txt,./unit1/gps1/gps_10509_11-49-05.300000.txt,./unit2/gps1/gps_35150_11-49-05.333333.txt
16725,"[0.27445404987072364, 0.6877412672868105]",34,./unit1/pwr1/pwr_12-16-53.788711.txt,./unit1/gps1/gps_28527_12-16-54.400000.txt,./unit2/gps1/gps_55179_12-16-54.416666.txt
28362,"[0.2523435123543613, 0.002659650617356405]",17,./unit1/pwr1/pwr_13-43-15.150053.txt,./unit1/gps1/gps_49926_13-43-15.800000.txt,./unit2/gps1/gps_77701_13-43-15.833333.txt
12233,"[0.3868088521417267, 0.3915081437384071]",46,./unit1/pwr1/pwr_12-09-24.588663.txt,./unit1/gps1/gps_23674_12-09-25.200000.txt,./unit2/gps1/gps_49789_12-09-25.250000.txt
9327,"[0.7030652583415548, 0.3872401130927811]",34,./unit1/pwr1/pwr_11-57-35.859290.txt,./unit1/gps1/gps_16020_11-57-36.500000.txt,./unit2/gps1/gps_41284_11-57-36.500000.txt
3400,"[0.9999684633954107, 0.3806447302036977]",36,./unit1/pwr1/pwr_11-47-43.159416.txt,./unit1/gps1/gps_9645_11-47-43.800000.txt,./unit2/gps1/gps_34172_11-47-43.833333.txt
11269,"[0.5717683276216695, 0.38839346962001847]",34,./unit1/pwr1/pwr_12-05-09.709023.txt,./unit1/gps1/gps_20941_12-05-10.400000.txt,./unit2/gps1/gps_46730_12-05-10.333333.txt
18117,"[0.2161493350332876, 0.7070289436154803]",35,./unit1/pwr1/pwr_12-19-12.988239.txt,./unit1/gps1/gps_30047_12-19-13.600000.txt,./unit2/gps1/gps_56850_12-19-13.666666.txt
24046,"[0.031250772629168526, 0.7425566041277485]",30,./unit1/pwr1/pwr_13-36-00.850621.txt,./unit1/gps1/gps_45354_13-36-01.500000.txt,./unit2/gps1/gps_72489_13-36-01.500000.txt
4137,"[0.9919994532313517, 0.40827458828826957]",58,./unit1/pwr1/pwr_11-48-56.859780.txt,./unit1/gps1/gps_10426_11-48-57.500000.txt,./unit2/gps1/gps_35056_11-48-57.500000.txt
12151,"[0.3868069066800652, 0.39150378795260243]",46,./unit1/pwr1/pwr_12-09-16.388437.txt,./unit1/gps1/gps_23588_12-09-17.000000.txt,./unit2/gps1/gps_49691_12-09-17.083333.txt
9203,"[0.7161232809409803, 0.38713258118424865]",34,./unit1/pwr1/pwr_11-57-23.460183.txt,./unit1/gps1/gps_15889_11-57-24.100000.txt,./unit2/gps1/gps_41135_11-57-24.083333.txt
13111,"[0.3263060876222662, 0.3888346329016996]",62,./unit1/pwr1/pwr_12-10-52.388839.txt,./unit1/gps1/gps_24621_12-10-53.000000.txt,./unit2/gps1/gps_50843_12-10-53.083333.txt
26991,"[0.06451023778907802, 0.1362251729263513]",36,./unit1/pwr1/pwr_13-40-57.250561.txt,./unit1/gps1/gps_48488_13-40-57.900000.txt,./unit2/gps1/gps_76046_13-40-57.916666.txt
28419,"[0.26133186728706004, 0.0026419499733027377]",36,./unit1/pwr1/pwr_13-43-20.850586.txt,./unit1/gps1/gps_49984_13-43-21.500000.txt,./unit2/gps1/gps_77769_13-43-21.500000.txt
24413,"[0.030475804680558646, 0.6739906666069406]",33,./unit1/pwr1/pwr_13-36-37.550602.txt,./unit1/gps1/gps_45736_13-36-38.200000.txt,./unit2/gps1/gps_72929_13-36-38.166666.txt
28919,"[0.34440248363138065, 0.0005471441542765812]",60,./unit1/pwr1/pwr_13-44-10.849960.txt,./unit1/gps1/gps_50519_13-44-11.500000.txt,./unit2/gps1/gps_78369_13-44-11.500000.txt
26531,"[0.01135432143670992, 0.1993874734721651]",36,./unit1/pwr1/pwr_13-40-10.150457.txt,./unit1/gps1/gps_47988_13-40-10.833334.txt,./unit2/gps1/gps_75481_13-40-10.833333.txt
18308,"[0.19941973653892855, 0.7176611189486708]",35,./unit1/pwr1/pwr_12-19-32.088574.txt,./unit1/gps1/gps_30257_12-19-32.700000.txt,./unit2/gps1/gps_57079_12-19-32.750000.txt
6372,"[0.8798078315894313, 0.40889144483354983]",29,./unit1/pwr1/pwr_11-52-40.359683.txt,./unit1/gps1/gps_12847_11-52-41.000000.txt,./unit2/gps1/gps_37738_11-52-41.000000.txt
14286,"[0.29623120569559225, 0.46234509074650854]",13,./unit1/pwr1/pwr_12-12-49.888377.txt,./unit1/gps1/gps_25887_12-12-50.500000.txt,./unit2/gps1/gps_52253_12-12-50.583333.txt
4926,"[0.9468024977272592, 0.40870674763112086]",10,./unit1/pwr1/pwr_11-50-15.759565.txt,./unit1/gps1/gps_11285_11-50-16.400000.txt,./unit2/gps1/gps_36003_11-50-16.416666.txt
19619,"[0.06205907348074819, 0.7419915858908734]",34,./unit1/pwr1/pwr_12-21-43.188616.txt,./unit1/gps1/gps_31654_12-21-43.850000.txt,./unit2/gps1/gps_58652_12-21-43.833333.txt
11013,"[0.5819392582656945, 0.3875724758867545]",36,./unit1/pwr1/pwr_12-04-44.109018.txt,./unit1/gps1/gps_20662_12-04-44.800000.txt,./unit2/gps1/gps_46423_12-04-44.750000.txt
18663,"[0.16203990431021273, 0.7214012521648449]",34,./unit1/pwr1/pwr_12-20-07.588441.txt,./unit1/gps1/gps_30633_12-20-08.275000.txt,./unit2/gps1/gps_57505_12-20-08.250000.txt
18475,"[0.18196946189353375, 0.7212434874935864]",34,./unit1/pwr1/pwr_12-19-48.788956.txt,./unit1/gps1/gps_30431_12-19-49.400000.txt,./unit2/gps1/gps_57279_12-19-49.416666.txt
27109,"[0.0789022869368077, 0.11978164620220444]",36,./unit1/pwr1/pwr_13-41-09.050586.txt,./unit1/gps1/gps_48611_13-41-09.700000.txt,./unit2/gps1/gps_76187_13-41-09.666666.txt
28278,"[0.23999028020511792, 0.0026519053468627074]",22,./unit1/pwr1/pwr_13-43-06.750033.txt,./unit1/gps1/gps_49837_13-43-07.400000.txt,./unit2/gps1/gps_77600_13-43-07.416666.txt
16232,"[0.29786839219453165, 0.6624806889788106]",33,./unit1/pwr1/pwr_12-16-04.488383.txt,./unit1/gps1/gps_27994_12-16-05.100000.txt,./unit2/gps1/gps_54588_12-16-05.166666.txt
10585,"[0.587744951947043, 0.3678832248666833]",34,./unit1/pwr1/pwr_12-04-01.308912.txt,./unit1/gps1/gps_20198_12-04-02.000000.txt,./unit2/gps1/gps_45910_12-04-02.000000.txt
30547,"[0.5771701333971747, 0.0075007024509021174]",21,./unit1/pwr1/pwr_13-46-53.649854.txt,./unit1/gps1/gps_52239_13-46-54.300000.txt,./unit2/gps1/gps_80323_13-46-54.333333.txt
18620,"[0.16646511180606155, 0.7213215744895687]",34,./unit1/pwr1/pwr_12-20-03.288976.txt,./unit1/gps1/gps_30584_12-20-03.900000.txt,./unit2/gps1/gps_57453_12-20-03.916666.txt
31372,"[0.6910156020693125, 0.038976630025974075]",2,./unit1/pwr1/pwr_13-48-16.150222.txt,./unit1/gps1/gps_53108_13-48-16.800000.txt,./unit2/gps1/gps_81313_13-48-16.833333.txt
21425,"[0.032362808583699644, 0.9398375473338159]",54,./unit1/pwr1/pwr_12-24-43.788839.txt,./unit1/gps1/gps_33618_12-24-44.400000.txt,./unit2/gps1/gps_60819_12-24-44.416666.txt
16260,"[0.2979483238353089, 0.66681342211894]",34,./unit1/pwr1/pwr_12-16-07.288234.txt,./unit1/gps1/gps_28024_12-16-07.900000.txt,./unit2/gps1/gps_54621_12-16-07.916666.txt
21919,"[0.030491660193189912, 0.9952460291910611]",30,./unit1/pwr1/pwr_12-25-34.089003.txt,./unit1/gps1/gps_34165_12-25-34.700000.txt,./unit2/gps1/gps_61423_12-25-34.750000.txt
25893,"[0.02376958362514447, 0.3077565847857704]",39,./unit1/pwr1/pwr_13-39-06.349957.txt,./unit1/gps1/gps_47315_13-39-07.000000.txt,./unit2/gps1/gps_74715_13-39-07.000000.txt
27094,"[0.0771162491402157, 0.12181804782446146]",36,./unit1/pwr1/pwr_13-41-07.550262.txt,./unit1/gps1/gps_48596_13-41-08.200000.txt,./unit2/gps1/gps_76169_13-41-08.166666.txt
9320,"[0.7037568330693226, 0.3872291963737786]",34,./unit1/pwr1/pwr_11-57-35.159419.txt,./unit1/gps1/gps_16013_11-57-35.800000.txt,./unit2/gps1/gps_41276_11-57-35.833333.txt
18527,"[0.1762667602823075, 0.7212625558244466]",34,./unit1/pwr1/pwr_12-19-53.988330.txt,./unit1/gps1/gps_30486_12-19-54.600000.txt,./unit2/gps1/gps_57342_12-19-54.666666.txt
14284,"[0.2962316652270299, 0.46220614663690557]",13,./unit1/pwr1/pwr_12-12-49.688990.txt,./unit1/gps1/gps_25885_12-12-50.300000.txt,./unit2/gps1/gps_52250_12-12-50.333333.txt
26510,"[0.009578594586975315, 0.20274758297754722]",34,./unit1/pwr1/pwr_13-40-08.050332.txt,./unit1/gps1/gps_47966_13-40-08.700000.txt,./unit2/gps1/gps_75455_13-40-08.666666.txt
14493,"[0.29617694744042067, 0.4786496337179492]",28,./unit1/pwr1/pwr_12-13-10.588622.txt,./unit1/gps1/gps_26111_12-13-11.200000.txt,./unit2/gps1/gps_52501_12-13-11.250000.txt
8890,"[0.7449519437256634, 0.38862715578309603]",33,./unit1/pwr1/pwr_11-56-52.159603.txt,./unit1/gps1/gps_15555_11-56-52.833334.txt,./unit2/gps1/gps_40760_11-56-52.833333.txt
15054,"[0.2963873088692965, 0.573879698632737]",34,./unit1/pwr1/pwr_12-14-06.688964.txt,./unit1/gps1/gps_26718_12-14-07.300000.txt,./unit2/gps1/gps_53174_12-14-07.333333.txt
3721,"[0.9997146276066364, 0.4060032616558969]",14,./unit1/pwr1/pwr_11-48-15.259846.txt,./unit1/gps1/gps_9986_11-48-15.900000.txt,./unit2/gps1/gps_34557_11-48-15.916666.txt
31722,"[0.7290520544462566, 0.04200961458140955]",30,./unit1/pwr1/pwr_13-48-51.150052.txt,./unit1/gps1/gps_53481_13-48-51.800000.txt,./unit2/gps1/gps_81733_13-48-51.833333.txt
28282,"[0.24060849761084888, 0.002651702176180678]",21,./unit1/pwr1/pwr_13-43-07.150667.txt,./unit1/gps1/gps_49842_13-43-07.800000.txt,./unit2/gps1/gps_77605_13-43-07.833333.txt
26582,"[0.016314098194862594, 0.1923699609445772]",37,./unit1/pwr1/pwr_13-40-15.249814.txt,./unit1/gps1/gps_48043_13-40-15.900000.txt,./unit2/gps1/gps_75542_13-40-15.916666.txt
17466,"[0.25593691087834747, 0.6874911143707908]",34,./unit1/pwr1/pwr_12-18-07.888701.txt,./unit1/gps1/gps_29336_12-18-08.500000.txt,./unit2/gps1/gps_56069_12-18-08.583333.txt
3271,"[0.9999645020329309, 0.3803183535172921]",36,./unit1/pwr1/pwr_11-47-30.260179.txt,./unit1/gps1/gps_9510_11-47-30.900000.txt,./unit2/gps1/gps_34017_11-47-30.916666.txt
5449,"[0.914634013930599, 0.40863188163708264]",35,./unit1/pwr1/pwr_11-51-08.060179.txt,./unit1/gps1/gps_11860_11-51-08.700000.txt,./unit2/gps1/gps_36631_11-51-08.750000.txt
3485,"[0.9999945023936068, 0.3849736823831455]",42,./unit1/pwr1/pwr_11-47-51.659345.txt,./unit1/gps1/gps_9735_11-47-52.300000.txt,./unit2/gps1/gps_34274_11-47-52.333333.txt
19987,"[0.03091153778148906, 0.7457855395708658]",20,./unit1/pwr1/pwr_12-22-19.988312.txt,./unit1/gps1/gps_32057_12-22-20.600000.txt,./unit2/gps1/gps_59094_12-22-20.666666.txt
6442,"[0.8784637322456536, 0.40885714859691225]",28,./unit1/pwr1/pwr_11-52-47.359266.txt,./unit1/gps1/gps_12924_11-52-48.000000.txt,./unit2/gps1/gps_37822_11-52-48.000000.txt
18155,"[0.21338507885703373, 0.7087920407518625]",34,./unit1/pwr1/pwr_12-19-16.788818.txt,./unit1/gps1/gps_30090_12-19-17.400000.txt,./unit2/gps1/gps_56895_12-19-17.416666.txt
20161,"[0.03068628015379169, 0.7666356941735323]",47,./unit1/pwr1/pwr_12-22-37.388537.txt,./unit1/gps1/gps_32245_12-22-38.066667.txt,./unit2/gps1/gps_59303_12-22-38.083333.txt
24719,"[0.028216976092492022, 0.6087782181939159]",36,./unit1/pwr1/pwr_13-37-08.150670.txt,./unit1/gps1/gps_46055_13-37-08.800000.txt,./unit2/gps1/gps_73297_13-37-08.833333.txt
6670,"[0.8599855628630806, 0.40815286910548193]",24,./unit1/pwr1/pwr_11-53-10.159295.txt,./unit1/gps1/gps_13166_11-53-10.800000.txt,./unit2/gps1/gps_38096_11-53-10.833333.txt
16514,"[0.2928700617528558, 0.6885114484764256]",35,./unit1/pwr1/pwr_12-16-32.688687.txt,./unit1/gps1/gps_28305_12-16-33.300000.txt,./unit2/gps1/gps_54926_12-16-33.333333.txt
27615,"[0.14063378156868706, 0.0489562204693517]",34,./unit1/pwr1/pwr_13-41-59.650126.txt,./unit1/gps1/gps_49133_13-42-00.300000.txt,./unit2/gps1/gps_76795_13-42-00.333333.txt
4777,"[0.9612978944949038, 0.4085220504286919]",1,./unit1/pwr1/pwr_11-50-00.859333.txt,./unit1/gps1/gps_11121_11-50-01.500000.txt,./unit2/gps1/gps_35824_11-50-01.500000.txt
24702,"[0.02821645953887579, 0.6127093122226962]",36,./unit1/pwr1/pwr_13-37-06.449669.txt,./unit1/gps1/gps_46037_13-37-07.133334.txt,./unit2/gps1/gps_73276_13-37-07.083333.txt
17163,"[0.25594337450703947, 0.6874807427447741]",35,./unit1/pwr1/pwr_12-17-37.589050.txt,./unit1/gps1/gps_29006_12-17-38.200000.txt,./unit2/gps1/gps_55705_12-17-38.250000.txt
14557,"[0.29597055408247086, 0.4891703772526161]",31,./unit1/pwr1/pwr_12-13-16.989058.txt,./unit1/gps1/gps_26179_12-13-17.600000.txt,./unit2/gps1/gps_52578_12-13-17.666666.txt
16408,"[0.2980239217924839, 0.6857460102464434]",35,./unit1/pwr1/pwr_12-16-22.088827.txt,./unit1/gps1/gps_28191_12-16-22.766667.txt,./unit2/gps1/gps_54799_12-16-22.750000.txt
13907,"[0.29605583574283867, 0.4064980868289836]",28,./unit1/pwr1/pwr_12-12-11.988638.txt,./unit1/gps1/gps_25481_12-12-12.600000.txt,./unit2/gps1/gps_51798_12-12-12.666666.txt
31113,"[0.6586394972612866, 0.03453380304186364]",20,./unit1/pwr1/pwr_13-47-50.250256.txt,./unit1/gps1/gps_52836_13-47-50.900000.txt,./unit2/gps1/gps_81002_13-47-50.916666.txt
7041,"[0.8283597454744427, 0.4082539243223157]",50,./unit1/pwr1/pwr_11-53-47.259931.txt,./unit1/gps1/gps_13565_11-53-47.900000.txt,./unit2/gps1/gps_38541_11-53-47.916666.txt
16529,"[0.2916341367865211, 0.6885105763281554]",34,./unit1/pwr1/pwr_12-16-34.189042.txt,./unit1/gps1/gps_28322_12-16-34.800000.txt,./unit2/gps1/gps_54944_12-16-34.833333.txt
17630,"[0.25073978444193956, 0.6875053264221439]",35,./unit1/pwr1/pwr_12-18-24.288446.txt,./unit1/gps1/gps_29513_12-18-24.900000.txt,./unit2/gps1/gps_56265_12-18-24.916666.txt
19780,"[0.04615608823391005, 0.7430172866811908]",34,./unit1/pwr1/pwr_12-21-59.288762.txt,./unit1/gps1/gps_31834_12-21-59.933334.txt,./unit2/gps1/gps_58845_12-21-59.916666.txt
26850,"[0.04797811036292222, 0.15511770170175623]",36,./unit1/pwr1/pwr_13-40-43.150385.txt,./unit1/gps1/gps_48340_13-40-43.800000.txt,./unit2/gps1/gps_75877_13-40-43.833333.txt
27589,"[0.13701047324864898, 0.052899217339294737]",34,./unit1/pwr1/pwr_13-41-57.050385.txt,./unit1/gps1/gps_49106_13-41-57.700000.txt,./unit2/gps1/gps_76763_13-41-57.666666.txt
4218,"[0.9920015529882191, 0.40827975180214326]",63,./unit1/pwr1/pwr_11-49-04.960310.txt,./unit1/gps1/gps_10513_11-49-05.600000.txt,./unit2/gps1/gps_35153_11-49-05.583333.txt
31552,"[0.7139625707060414, 0.04042327116157346]",51,./unit1/pwr1/pwr_13-48-34.149656.txt,./unit1/gps1/gps_53301_13-48-34.800000.txt,./unit2/gps1/gps_81529_13-48-34.833333.txt
8812,"[0.7512094172124909, 0.39402349842761]",36,./unit1/pwr1/pwr_11-56-44.359360.txt,./unit1/gps1/gps_15472_11-56-45.000000.txt,./unit2/gps1/gps_40666_11-56-45.000000.txt
19659,"[0.05805368319683972, 0.7425746566041845]",34,./unit1/pwr1/pwr_12-21-47.188866.txt,./unit1/gps1/gps_31698_12-21-47.800000.txt,./unit2/gps1/gps_58700_12-21-47.833333.txt
27231,"[0.09337333859959857, 0.10321575609452621]",36,./unit1/pwr1/pwr_13-41-21.250288.txt,./unit1/gps1/gps_48738_13-41-21.900000.txt,./unit2/gps1/gps_76334_13-41-21.916666.txt
12492,"[0.38386470449142274, 0.39150774235182884]",28,./unit1/pwr1/pwr_12-09-50.488299.txt,./unit1/gps1/gps_23951_12-09-51.100000.txt,./unit2/gps1/gps_50100_12-09-51.166666.txt
26315,"[8.35542245370488e-05, 0.22336469066208015]",37,./unit1/pwr1/pwr_13-39-48.550405.txt,./unit1/gps1/gps_47759_13-39-49.200000.txt,./unit2/gps1/gps_75221_13-39-49.166666.txt
15416,"[0.29698031577516826, 0.6158351855167222]",35,./unit1/pwr1/pwr_12-14-42.889209.txt,./unit1/gps1/gps_27114_12-14-43.500000.txt,./unit2/gps1/gps_53609_12-14-43.583333.txt
14061,"[0.29613786043203716, 0.43154421578763785]",41,./unit1/pwr1/pwr_12-12-27.388682.txt,./unit1/gps1/gps_25643_12-12-28.000000.txt,./unit2/gps1/gps_51983_12-12-28.083333.txt
13918,"[0.296098307183684, 0.40819260140229596]",22,./unit1/pwr1/pwr_12-12-13.089262.txt,./unit1/gps1/gps_25494_12-12-13.700000.txt,./unit2/gps1/gps_51811_12-12-13.750000.txt
13996,"[0.2961404767425208, 0.42083453323913445]",39,./unit1/pwr1/pwr_12-12-20.888346.txt,./unit1/gps1/gps_25577_12-12-21.500000.txt,./unit2/gps1/gps_51905_12-12-21.583333.txt
30164,"[0.5220616309578285, 0.0005837000476692845]",38,./unit1/pwr1/pwr_13-46-15.350015.txt,./unit1/gps1/gps_51835_13-46-16.000000.txt,./unit2/gps1/gps_79863_13-46-16.000000.txt
20752,"[0.031267402972224134, 0.8227555863246021]",36,./unit1/pwr1/pwr_12-23-36.488538.txt,./unit1/gps1/gps_32892_12-23-37.100000.txt,./unit2/gps1/gps_60012_12-23-37.166666.txt
11447,"[0.5625486170452577, 0.38847581824908684]",54,./unit1/pwr1/pwr_12-05-27.509192.txt,./unit1/gps1/gps_21138_12-05-28.200000.txt,./unit2/gps1/gps_46944_12-05-28.166666.txt
5650,"[0.9146273222133212, 0.4086293940326743]",35,./unit1/pwr1/pwr_11-51-28.160022.txt,./unit1/gps1/gps_12075_11-51-28.800000.txt,./unit2/gps1/gps_36872_11-51-28.833333.txt
23722,"[0.031926773600803544, 0.7887871583075422]",62,./unit1/pwr1/pwr_13-35-28.450054.txt,./unit1/gps1/gps_45017_13-35-29.100000.txt,./unit2/gps1/gps_72100_13-35-29.083333.txt
25885,"[0.02409972511667014, 0.3099058850013691]",27,./unit1/pwr1/pwr_13-39-05.550480.txt,./unit1/gps1/gps_47306_13-39-06.200000.txt,./unit2/gps1/gps_74705_13-39-06.166666.txt
30440,"[0.5620949588630081, 0.0038830019929928915]",37,./unit1/pwr1/pwr_13-46-42.950650.txt,./unit1/gps1/gps_52123_13-46-43.600000.txt,./unit2/gps1/gps_80194_13-46-43.583333.txt
13253,"[0.31280360082412384, 0.38820302416788033]",48,./unit1/pwr1/pwr_12-11-06.588782.txt,./unit1/gps1/gps_24772_12-11-07.200000.txt,./unit2/gps1/gps_51013_12-11-07.250000.txt
10719,"[0.5825150612527158, 0.36815124195408205]",32,./unit1/pwr1/pwr_12-04-14.708796.txt,./unit1/gps1/gps_20344_12-04-15.400000.txt,./unit2/gps1/gps_46070_12-04-15.333333.txt
5878,"[0.9142307264344639, 0.40863678747091237]",34,./unit1/pwr1/pwr_11-51-50.959905.txt,./unit1/gps1/gps_12313_11-51-51.600000.txt,./unit2/gps1/gps_37145_11-51-51.583333.txt
5969,"[0.9088763798610272, 0.4086464504763645]",33,./unit1/pwr1/pwr_11-52-00.060146.txt,./unit1/gps1/gps_12408_11-52-00.700000.txt,./unit2/gps1/gps_37255_11-52-00.750000.txt
13494,"[0.2996764472504812, 0.38790154830379686]",30,./unit1/pwr1/pwr_12-11-30.688229.txt,./unit1/gps1/gps_25037_12-11-31.333334.txt,./unit2/gps1/gps_51302_12-11-31.333333.txt
29452,"[0.4194900556535603, 0.00040320005825195034]",32,./unit1/pwr1/pwr_13-45-04.150517.txt,./unit1/gps1/gps_51083_13-45-04.800000.txt,./unit2/gps1/gps_79009_13-45-04.833333.txt
8687,"[0.7613639523105351, 0.40437504521154766]",38,./unit1/pwr1/pwr_11-56-31.859683.txt,./unit1/gps1/gps_15339_11-56-32.500000.txt,./unit2/gps1/gps_40516_11-56-32.500000.txt
26718,"[0.03309873648334954, 0.17253401558835593]",34,./unit1/pwr1/pwr_13-40-29.949940.txt,./unit1/gps1/gps_48198_13-40-30.600000.txt,./unit2/gps1/gps_75718_13-40-30.583333.txt
3687,"[0.9996914363618187, 0.40335426016589926]",16,./unit1/pwr1/pwr_11-48-11.859245.txt,./unit1/gps1/gps_9949_11-48-12.500000.txt,./unit2/gps1/gps_34516_11-48-12.500000.txt
8320,"[0.785673793996294, 0.4069298001869874]",35,./unit1/pwr1/pwr_11-55-55.160218.txt,./unit1/gps1/gps_14947_11-55-55.800000.txt,./unit2/gps1/gps_40076_11-55-55.833333.txt
28152,"[0.22061673892192948, 0.0028045065048811837]",35,./unit1/pwr1/pwr_13-42-54.150006.txt,./unit1/gps1/gps_49699_13-42-54.800000.txt,./unit2/gps1/gps_77449_13-42-54.833333.txt
8937,"[0.7410924362331829, 0.3871505295976339]",33,./unit1/pwr1/pwr_11-56-56.860284.txt,./unit1/gps1/gps_15605_11-56-57.533334.txt,./unit2/gps1/gps_40816_11-56-57.500000.txt
27356,"[0.10741898487960344, 0.087096886537089]",35,./unit1/pwr1/pwr_13-41-33.750041.txt,./unit1/gps1/gps_48865_13-41-34.400000.txt,./unit2/gps1/gps_76484_13-41-34.416666.txt
16489,"[0.2948042129133446, 0.6885061858546672]",36,./unit1/pwr1/pwr_12-16-30.189051.txt,./unit1/gps1/gps_28279_12-16-30.833334.txt,./unit2/gps1/gps_54896_12-16-30.833333.txt
24626,"[0.0283536212952295, 0.6298459242180555]",35,./unit1/pwr1/pwr_13-36-58.849737.txt,./unit1/gps1/gps_45958_13-36-59.500000.txt,./unit2/gps1/gps_73185_13-36-59.500000.txt
24036,"[0.03126053347996429, 0.7437674679268939]",29,./unit1/pwr1/pwr_13-35-59.850640.txt,./unit1/gps1/gps_45344_13-36-00.500000.txt,./unit2/gps1/gps_72477_13-36-00.500000.txt
32413,"[0.7319655375954658, 0.042002335117441725]",29,./unit1/pwr1/pwr_13-50-01.050260.txt,./unit1/gps1/gps_54231_13-50-01.700000.txt,./unit2/gps1/gps_82571_13-50-01.666666.txt
32381,"[0.7319300563996837, 0.04200127466436799]",34,./unit1/pwr1/pwr_13-49-57.849708.txt,./unit1/gps1/gps_54197_13-49-58.500000.txt,./unit2/gps1/gps_82533_13-49-58.500000.txt
8586,"[0.7704645369020038, 0.4066113422098737]",5,./unit1/pwr1/pwr_11-56-21.760139.txt,./unit1/gps1/gps_15234_11-56-22.400000.txt,./unit2/gps1/gps_40395_11-56-22.416666.txt
12601,"[0.3754621012342782, 0.39114681670416124]",4,./unit1/pwr1/pwr_12-10-01.389256.txt,./unit1/gps1/gps_24071_12-10-02.000000.txt,./unit2/gps1/gps_50231_12-10-02.083333.txt
9741,"[0.6289415418251186, 0.3877859391138132]",36,./unit1/pwr1/pwr_12-00-01.637458.txt,./unit1/gps1/gps_17605_12-00-02.300000.txt,./unit2/gps1/gps_43034_12-00-02.333333.txt
13585,"[0.2992702348533219, 0.38789414991026594]",29,./unit1/pwr1/pwr_12-11-39.788507.txt,./unit1/gps1/gps_25135_12-11-40.400000.txt,./unit2/gps1/gps_51411_12-11-40.416666.txt
15706,"[0.29698640037424867, 0.6158408346586733]",35,./unit1/pwr1/pwr_12-15-11.888504.txt,./unit1/gps1/gps_27430_12-15-12.500000.txt,./unit2/gps1/gps_53957_12-15-12.583333.txt
10921,"[0.5819898067267053, 0.38546951349994396]",34,./unit1/pwr1/pwr_12-04-34.909281.txt,./unit1/gps1/gps_20562_12-04-35.600000.txt,./unit2/gps1/gps_46313_12-04-35.583333.txt
